These are responses from NicoAPI about getting comments.
Following responses are those in case of various "version" value. by Seo-4d696b75
start at 2017-07-03T18:11:01
date:20090710 > fail
date:20090713 > fail
date:20090727 > fail
date:20090721 > fail
date:20090719 > fail
date:20090722 > fail
date:20090724 > fail
date:20090715 > fail
date:20090717 > fail
date:20090728 > fail
date:20090720 > fail
date:20090708 > fail
date:20090718 > fail
date:20090726 > fail
date:20090730 > fail
date:20090802 > fail
date:20090801 > fail
date:20090804 > fail
date:20090805 > fail
date:20090808 > fail
date:20090809 > fail
date:20090811 > fail
date:20090517 > fail
date:20090814 > fail
date:20090821 > fail
date:20090810 > fail
date:20090807 > fail
date:20090806 > fail
date:20090824 > fail
date:20090820 > fail
date:20090826 > fail
date:20090819 > fail
date:20090815 > fail
date:20090825 > fail
date:20090818 > fail
date:20090813 > fail
date:20090822 > fail
date:20090817 > fail
date:20090827 > fail
date:20090823 > fail
date:20090828 > fail
date:20081003 > fail
date:20090725 > fail
date:20090723 > fail
date:20090829 > fail
date:20090830 > fail
date:20090831 > fail
date:20090901 > fail
date:20090902 > fail
date:20090908 > fail
date:20090803 > fail
date:20090904 > success
response;
<?xml version="1.0" encoding="UTF-8"?><packet><thread resultcode="0" thread="1173206704" server_time="1499073071" last_res="5170" ticket="0xa97783e1" revision="2" click_revision="279"/><leaf thread="1173206704" count="3400"/><leaf thread="1173206704" leaf="1" count="1769"/><leaf thread="1173206704" leaf="100" count="1"/><chat thread="1173206704" no="5161" vpos="1574" date="1496309488" date_usec="91886" anonymity="1" user_id="l0HG3zS2U9RDh77FWOrwa-LNfx4" mail="naka medium 184">ガリアンから</chat><chat thread="1173206704" no="5162" vpos="332" date="1496414438" date_usec="582900" anonymity="1" user_id="Wi3CBn8vl2QlHoaalI9CEaKculs" mail="184">申し訳程度のエロゲOPタグ</chat><chat thread="1173206704" no="5163" vpos="398" date="1496763622" date_usec="568687" anonymity="1" user_id="sc9D9P7ISLxca57_4lm-XWFZY6E" mail="184">こんなんよう作れるわ・・・</chat><chat thread="1173206704" no="5164" vpos="379" date="1497786426" date_usec="973617" anonymity="1" user_id="3k8E7mCixAP4kFwU5goNEucr3Fo" mail="184 device:3DS">けもフレから</chat><chat thread="1173206704" no="5165" vpos="6438" leaf="1" date="1497970917" date_usec="475937" anonymity="1" user_id="gs3wWDQSJIwAVzgXPFWe0os66fw" mail="184">※スタッフさん無印SV650乗りだそうです（mixiでコミュ作ってる）</chat><chat thread="1173206704" no="5166" vpos="0" date="1498001501" date_usec="850765" anonymity="1" user_id="as2ZgQ9drsvKsmGNBlsBh-xjGD4" mail="184 black">利根川先生から</chat><chat thread="1173206704" no="5167" vpos="6390" leaf="1" date="1498001726" date_usec="954236" anonymity="1" user_id="as2ZgQ9drsvKsmGNBlsBh-xjGD4" mail="184">？「ライム先輩いつの間に……」</chat><chat thread="1173206704" no="5168" vpos="10820" leaf="1" date="1498077990" date_usec="316552" anonymity="1" user_id="as2ZgQ9drsvKsmGNBlsBh-xjGD4" mail="184">すばらっ</chat><chat thread="1173206704" no="5169" vpos="10153" leaf="1" date="1498662760" date_usec="335267" premium="1" anonymity="1" user_id="B-e71eEPUNjvFMJGfwEu0eLmqGA" mail="184">月陽炎は良いゲームだったなｗ</chat><chat thread="1173206704" no="5170" vpos="3364" date="1498734034" date_usec="20262" premium="1" anonymity="1" user_id="L91ceLu1jGBvXw8VDtYjK8eVcJI" mail="184">ジェネラルから</chat></packet>
date:20090920 > fail
date:20090916 > fail
date:20090921 > fail
date:20090917 > fail
date:20090911 > fail
date:20090912 > fail
date:20090913 > fail
date:20090922 > fail
date:20090919 > fail
date:20090903 > fail
date:20090915 > fail
date:20090910 > fail
date:20090918 > fail
date:20090925 > fail
date:20090923 > fail
date:20090926 > fail
date:20090905 > fail
date:20090914 > fail
date:20090906 > fail
date:20090909 > fail
date:20090928 > fail
date:20090812 > fail
date:20090927 > fail
date:20090929 > fail
date:20090930 > fail
date:20091001 > fail
date:20091006 > fail
date:20091021 > fail
date:20091011 > fail
date:20091013 > fail
date:20091015 > fail
date:20091014 > fail
date:20091016 > fail
date:20091017 > fail
date:20091018 > fail
date:20091010 > fail
date:20091019 > fail
date:20091020 > fail
date:20091008 > fail
date:20091024 > fail
date:20090816 > fail
date:20091023 > fail
date:20091027 > fail
date:20091025 > fail
date:20091022 > fail
date:20091026 > fail
date:20081004 > fail
date:20091028 > fail
date:20070427 > fail
date:20070425 > fail
date:20070428 > fail
date:20091102 > fail
date:20090907 > fail
date:20091029 > fail
date:20090729 > fail
date:20091031 > fail
date:20091030 > fail
date:20091103 > fail
date:20091101 > fail
date:20091115 > fail
date:20091116 > fail
date:20091117 > fail
date:20091118 > fail
date:20091111 > fail
date:20091121 > fail
date:20091105 > fail
date:20091114 > fail
date:20091120 > fail
date:20091107 > fail
date:20091106 > fail
date:20091110 > fail
date:20091108 > fail
date:20091104 > fail
date:20091113 > fail
date:20081008 > fail
date:20091124 > fail
date:20091125 > fail
date:20091123 > fail
date:20091122 > fail
date:20091129 > fail
date:20091126 > fail
date:20091128 > fail
date:20091130 > fail
date:20091127 > fail
date:20091204 > fail
date:20091202 > fail
date:20091012 > fail
date:20091205 > fail
date:20091203 > fail
date:20091201 > fail
date:20091009 > fail
date:20091208 > fail
date:20091210 > fail
date:20091212 > fail
date:20091007 > fail
date:20091209 > fail
date:20091220 > fail
date:20091218 > fail
date:20091217 > fail
date:20090924 > fail
date:20091225 > fail
date:20091224 > fail
date:20091223 > fail
date:20091222 > fail
date:20091221 > fail
date:20091228 > fail
date:20091227 > fail
date:20091226 > fail
date:20100104 > fail
date:20091229 > fail
date:20091231 > fail
date:20100106 > fail
date:20091230 > fail
date:20100101 > fail
date:20100105 > fail
date:20100102 > fail
date:20070602 > fail
date:20100103 > fail
date:20100109 > fail
date:20100108 > fail
date:20100110 > fail
date:20090731 > fail
date:20100113 > fail
date:20100115 > fail
date:20100114 > fail
date:20100112 > fail
date:20100111 > fail
date:20091119 > fail
date:20100119 > fail
date:20100117 > fail
date:20100124 > fail
date:20100123 > fail
date:20100120 > fail
date:20100122 > fail
date:20100116 > fail
date:20100118 > fail
date:20100121 > fail
date:20100129 > fail
date:20100130 > fail
date:20100128 > fail
date:20100201 > fail
date:20100202 > fail
date:20100204 > fail
date:20100206 > fail
date:20100203 > fail
date:20091215 > fail
date:20090227 > fail
date:20100205 > fail
date:20091219 > fail
date:20100215 > fail
date:20100212 > fail
date:20100209 > fail
date:20100219 > fail
date:20100218 > fail
date:20100217 > fail
date:20100211 > fail
date:20100216 > fail
date:20091207 > fail
date:20100220 > fail
date:20100210 > fail
date:20100208 > fail
date:20100221 > fail
date:20100222 > fail
date:20100224 > fail
date:20100225 > fail
date:20100226 > fail
date:20100223 > fail
date:20100303 > fail
date:20100302 > fail
date:20100301 > fail
date:20100314 > fail
date:20100315 > fail
date:20100308 > fail
date:20100307 > fail
date:20100312 > fail
date:20100306 > fail
date:20100304 > fail
date:20100310 > fail
date:20100311 > fail
date:20100313 > fail
date:20100305 > fail
date:20100126 > fail
date:20100317 > fail
date:20100316 > fail
date:20100125 > fail
date:20100318 > fail
date:20100127 > fail
date:20100319 > fail
date:20100320 > fail
date:20100321 > fail
date:20100107 > fail
date:20100326 > fail
date:20100322 > fail
date:20100324 > fail
date:20100331 > fail
date:20100323 > fail
date:20100408 > fail
date:20100410 > fail
date:20100407 > fail
date:20100401 > fail
date:20100409 > fail
date:20100404 > fail
date:20100403 > fail
date:20100228 > fail
date:20100411 > fail
date:20100227 > fail
date:20100213 > fail
date:20100413 > fail
date:20100412 > fail
date:20100414 > fail
date:20100416 > fail
date:20100415 > fail
date:20100423 > fail
date:20091216 > fail
date:20100419 > fail
date:20100422 > fail
date:20100424 > fail
date:20100417 > fail
date:20100425 > fail
date:20100427 > fail
date:20070903 > fail
date:20100421 > fail
date:20100420 > fail
date:20100418 > fail
date:20100426 > fail
date:20100430 > fail
date:20100428 > fail
date:20100501 > fail
date:20100429 > fail
date:20100502 > fail
date:20100503 > fail
date:20100505 > fail
date:20100504 > fail
date:20100511 > fail
date:20100327 > fail
date:20100508 > fail
date:20100510 > fail
date:20100512 > fail
date:20100507 > fail
date:20100506 > fail
date:20100509 > fail
date:20100514 > fail
date:20100513 > fail
date:20100309 > fail
date:20100519 > fail
date:20100517 > fail
date:20100516 > fail
date:20100520 > fail
date:20100521 > fail
date:20071003 > fail
date:20071004 > fail
date:20100523 > fail
date:20100402 > fail
date:20100405 > fail
date:20100524 > fail
date:20100522 > fail
date:20100406 > fail
date:20100325 > fail
date:20100601 > fail
date:20100529 > fail
date:20100602 > fail
date:20100531 > fail
date:20100526 > fail
date:20100603 > fail
date:20100604 > fail
date:20100530 > fail
date:20100527 > fail
date:20100528 > fail
date:20100607 > fail
date:20100608 > fail
date:20100605 > fail
date:20100609 > fail
date:20100610 > fail
date:20100606 > fail
date:20100613 > fail
date:20100614 > fail
date:20100619 > fail
date:20100618 > fail
date:20091002 > fail
date:20100620 > fail
date:20100621 > fail
date:20100617 > fail
date:20100622 > fail
date:20100625 > fail
date:20100626 > fail
date:20100629 > fail
date:20100628 > fail
date:20091005 > fail
date:20100623 > fail
date:20100624 > fail
date:20100701 > fail
date:20100702 > fail
date:20100627 > fail
date:20100703 > fail
date:20100630 > fail
date:20100704 > fail
date:20100705 > fail
date:20100710 > fail
date:20100709 > fail
date:20100708 > fail
date:20100707 > fail
date:20100713 > fail
date:20100716 > fail
date:20100711 > fail
date:20100717 > fail
date:20100715 > fail
date:20100712 > fail
date:20100706 > fail
date:20100718 > fail
date:20100714 > fail
date:20100719 > fail
date:20100723 > fail
date:20100515 > fail
date:20100724 > fail
date:20100721 > fail
date:20100722 > fail
date:20100720 > fail
date:20100518 > fail
date:20100726 > fail
date:20100727 > fail
date:20100725 > fail
date:20100730 > fail
date:20100729 > fail
date:20100728 > fail
date:20100731 > fail
date:20100812 > fail
date:20100813 > fail
date:20100805 > fail
date:20100803 > fail
date:20100802 > fail
date:20100807 > fail
date:20100801 > fail
date:20100806 > fail
date:20100808 > fail
date:20100809 > fail
date:20100804 > fail
date:20100816 > fail
date:20100815 > fail
date:20100811 > fail
date:20100817 > fail
date:20100818 > fail
date:20100820 > fail
date:20100814 > fail
date:20100810 > fail
date:20100819 > fail
date:20100823 > fail
date:20100822 > fail
date:20100821 > fail
date:20091213 > fail
date:20091004 > fail
date:20100827 > fail
date:20100830 > fail
date:20100824 > fail
date:20100826 > fail
date:20100829 > fail
date:20100828 > fail
date:20100902 > fail
date:20100831 > fail
date:20100903 > fail
date:20100825 > fail
date:20100901 > fail
date:20100910 > fail
date:20100909 > fail
date:20100907 > fail
date:20100913 > fail
date:20100908 > fail
date:20100912 > fail
date:20100911 > fail
date:20100906 > fail
date:20100904 > fail
date:20100905 > fail
date:20100914 > fail
date:20100916 > fail
date:20100915 > fail
date:20100917 > fail
date:20100923 > fail
date:20100921 > fail
date:20100918 > fail
date:20100615 > fail
date:20100927 > fail
date:20100926 > fail
date:20100928 > fail
date:20100925 > fail
date:20100924 > fail
date:20101004 > fail
date:20101006 > fail
date:20100929 > fail
date:20101008 > fail
date:20101003 > fail
date:20101001 > fail
date:20101005 > fail
date:20100930 > fail
date:20101007 > fail
date:20101002 > fail
date:20101009 > fail
date:20101012 > fail
date:20101011 > fail
date:20101010 > fail
date:20101015 > fail
date:20101013 > fail
date:20101016 > fail
date:20101014 > fail
date:20101025 > fail
date:20091206 > fail
date:20101030 > fail
date:20101029 > fail
date:20101026 > fail
date:20101021 > fail
date:20101017 > fail
date:20101018 > fail
date:20101020 > fail
date:20101024 > fail
date:20101028 > fail
date:20101022 > fail
date:20091211 > fail
date:20101027 > fail
date:20101019 > fail
date:20070511 > fail
date:20101031 > fail
date:20091003 > fail
date:20101023 > fail
date:20101106 > fail
date:20101105 > fail
date:20101108 > fail
date:20101104 > fail
date:20101107 > fail
date:20101111 > fail
date:20101112 > fail
date:20101110 > fail
date:20101116 > fail
date:20101113 > fail
date:20101117 > fail
date:20101109 > fail
date:20101114 > fail
date:20101115 > fail
date:20100922 > fail
date:20101118 > fail
date:20101202 > fail
date:20101124 > fail
date:20101126 > fail
date:20101130 > fail
date:20101121 > fail
date:20101127 > fail
date:20101129 > fail
date:20101123 > fail
date:20101125 > fail
date:20101203 > fail
date:20101204 > fail
date:20101205 > fail
date:20101208 > fail
date:20101210 > fail
date:20101209 > fail
date:20101207 > fail
date:20101213 > fail
date:20101206 > fail
date:20101212 > fail
date:20101211 > fail
date:20101214 > fail
date:20100919 > fail
date:20100920 > fail
date:20101221 > fail
date:20101215 > fail
date:20101220 > fail
date:20101217 > fail
date:20101216 > fail
date:20101219 > fail
date:20101218 > fail
date:20101224 > fail
date:20101226 > fail
date:20101222 > fail
date:20101223 > fail
date:20101225 > fail
date:20100207 > fail
date:20101227 > fail
date:20101229 > fail
date:20110103 > fail
date:20110101 > fail
date:20101228 > fail
date:20101231 > fail
date:20101230 > fail
date:20110102 > fail
date:20110105 > fail
date:20110111 > fail
date:20110110 > fail
date:20110106 > fail
date:20110107 > fail
date:20110108 > fail
date:20110112 > fail
date:20110115 > fail
date:20101120 > fail
date:20110118 > fail
date:20110119 > fail
date:20110126 > fail
date:20110127 > fail
date:20110121 > fail
date:20110125 > fail
date:20110120 > fail
date:20110124 > fail
date:20110122 > fail
date:20110123 > fail
date:20080828 > fail
date:20080829 > fail
date:20110129 > fail
date:20110130 > fail
date:20110128 > fail
date:20110131 > fail
date:20110201 > fail
date:20101119 > fail
date:20110203 > fail
date:20110206 > fail
date:20110205 > fail
date:20101122 > fail
date:20110204 > fail
date:20110202 > fail
date:20110214 > fail
date:20110212 > fail
date:20100329 > fail
date:20110208 > fail
date:20110210 > fail
date:20110213 > fail
date:20110209 > fail
date:20110207 > fail
date:20110211 > fail
date:20100330 > fail
date:20110218 > fail
date:20110221 > fail
date:20110216 > fail
date:20110219 > fail
date:20110217 > fail
date:20110215 > fail
date:20100328 > fail
date:20110222 > fail
date:20110220 > fail
date:20110227 > fail
date:20110224 > fail
date:20110228 > fail
date:20110225 > fail
date:20110303 > fail
date:20110302 > fail
date:20110301 > fail
date:20110226 > fail
date:20110307 > fail
date:20110304 > fail
date:20110317 > fail
date:20110312 > fail
date:20110315 > fail
date:20110305 > fail
date:20110314 > fail
date:20110109 > fail
date:20110309 > fail
date:20110319 > fail
date:20110311 > fail
date:20110313 > fail
date:20110308 > fail
date:20110306 > fail
date:20110318 > fail
date:20110322 > fail
date:20110327 > fail
date:20110324 > fail
date:20110310 > fail
date:20110316 > fail
date:20110323 > fail
date:20110321 > fail
date:20110329 > fail
date:20081208 > fail
date:20110326 > fail
date:20110320 > fail
date:20110328 > fail
date:20110330 > fail
date:20110325 > fail
date:20110331 > fail
date:20110401 > fail
date:20110404 > fail
date:20110402 > fail
date:20110408 > fail
date:20110405 > fail
date:20110410 > fail
date:20110409 > fail
date:20110414 > fail
date:20110415 > fail
date:20110416 > fail
date:20110412 > fail
date:20110413 > fail
date:20110419 > fail
date:20110423 > fail
date:20110418 > fail
date:20110426 > fail
date:20110427 > fail
date:20110424 > fail
date:20110428 > fail
date:20110425 > fail
date:20110502 > fail
date:20110508 > fail
date:20110429 > fail
date:20110504 > fail
date:20110503 > fail
date:20110430 > fail
date:20110505 > fail
date:20110223 > fail
date:20110512 > fail
date:20090131 > fail
date:20090129 > fail
date:20110515 > fail
date:20110520 > fail
date:20110524 > fail
date:20110521 > fail
date:20110518 > fail
date:20110522 > fail
date:20110519 > fail
date:20110523 > fail
date:20110526 > fail
date:20110525 > fail
date:20110527 > fail
date:20110528 > fail
date:20110422 > fail
date:20110420 > fail
date:20110602 > fail
date:20110601 > fail
date:20110603 > fail
date:20110531 > fail
date:20110406 > fail
date:20090307 > fail
date:20110604 > fail
date:20110605 > fail
date:20110607 > fail
date:20110606 > fail
date:20110608 > fail
date:20110609 > fail
date:20110612 > fail
date:20110613 > fail
date:20110611 > fail
date:20110616 > fail
date:20110615 > fail
date:20110507 > fail
date:20110411 > fail
date:20110617 > fail
date:20110614 > fail
date:20110407 > fail
date:20110621 > fail
date:20110622 > fail
date:20110516 > fail
date:20110514 > fail
date:20110623 > fail
date:20110624 > fail
date:20110625 > fail
date:20110513 > fail
date:20110629 > fail
date:20110510 > fail
date:20110702 > fail
date:20110630 > fail
date:20110506 > fail
date:20110701 > fail
date:20110509 > fail
date:20110511 > fail
date:20110628 > fail
date:20110627 > fail
date:20110626 > fail
date:20110705 > fail
date:20110703 > fail
date:20110704 > fail
date:20110708 > fail
date:20110710 > fail
date:20110707 > fail
date:20110706 > fail
date:20110709 > fail
date:20110104 > fail
date:20110713 > fail
date:20110712 > fail
date:20110529 > fail
date:20110719 > fail
date:20110720 > fail
date:20110714 > fail
date:20110724 > fail
date:20110718 > fail
date:20110721 > fail
date:20110729 > fail
date:20110723 > fail
date:20110725 > fail
date:20110728 > fail
date:20110727 > fail
date:20110722 > fail
date:20110726 > fail
date:20110610 > fail
date:20110731 > fail
date:20110801 > fail
date:20110802 > fail
date:20110808 > fail
date:20110804 > fail
date:20110805 > fail
date:20110806 > fail
date:20110803 > fail
date:20110807 > fail
date:20110811 > fail
date:20110819 > fail
date:20110817 > fail
date:20110816 > fail
date:20110810 > fail
date:20110814 > fail
date:20110812 > fail
date:20110818 > fail
date:20110813 > fail
date:20110809 > fail
date:20110815 > fail
date:20110501 > fail
date:20110421 > fail
date:20110824 > fail
date:20110822 > fail
date:20110820 > fail
date:20110826 > fail
date:20110903 > fail
date:20110830 > fail
date:20110828 > fail
date:20110901 > fail
date:20110831 > fail
date:20110905 > fail
date:20110902 > fail
date:20110827 > fail
date:20110906 > fail
date:20110907 > fail
date:20110910 > fail
date:20110909 > fail
date:20110711 > fail
date:20110717 > fail
date:20110908 > fail
date:20110715 > fail
date:20110716 > fail
date:20110911 > fail
date:20110919 > fail
date:20110914 > fail
date:20110915 > fail
date:20110918 > fail
date:20110912 > fail
date:20110927 > fail
date:20110928 > fail
date:20110923 > fail
date:20110926 > fail
date:20110913 > fail
date:20110920 > fail
date:20110921 > fail
date:20110925 > fail
date:20110922 > fail
date:20101128 > fail
date:20110929 > fail
date:20110930 > fail
date:20111006 > fail
date:20111013 > fail
date:20111012 > fail
date:20111004 > fail
date:20111009 > fail
date:20111007 > fail
date:20111008 > fail
date:20111011 > fail
date:20111010 > fail
date:20111005 > fail
date:20110904 > fail
date:20111014 > fail
date:20110829 > fail
date:20111015 > fail
date:20111016 > fail
date:20111017 > fail
date:20111022 > fail
date:20110821 > fail
date:20111023 > fail
date:20110825 > fail
date:20111024 > fail
date:20111026 > fail
date:20111020 > fail
date:20111018 > fail
date:20110823 > fail
date:20111019 > fail
date:20111028 > fail
date:20111029 > fail
date:20111025 > fail
date:20111031 > fail
date:20111101 > fail
date:20110924 > fail
date:20110916 > fail
date:20111109 > fail
date:20111111 > fail
date:20101101 > fail
date:20111103 > fail
date:20111104 > fail
date:20111105 > fail
date:20111107 > fail
date:20111112 > fail
date:20111106 > fail
date:20111113 > fail
date:20111110 > fail
date:20111108 > fail
date:20111114 > fail
date:20111102 > fail
date:20111115 > fail
date:20111002 > fail
date:20111118 > fail
date:20111124 > fail
date:20111121 > fail
date:20111116 > fail
date:20111123 > fail
date:20111127 > fail
date:20111128 > fail
date:20111130 > fail
date:20111125 > fail
date:20111129 > fail
date:20111202 > fail
date:20111126 > fail
date:20111201 > fail
date:20091112 > fail
date:20091109 > fail
date:20111205 > fail
date:20111209 > fail
date:20111217 > fail
date:20111214 > fail
date:20111211 > fail
date:20110917 > fail
date:20111213 > fail
date:20111212 > fail
date:20111210 > fail
date:20111216 > fail
date:20111218 > fail
date:20111219 > fail
date:20111215 > fail
date:20111003 > fail
date:20111001 > fail
date:20110403 > fail
date:20110114 > fail
date:20111221 > fail
date:20111220 > fail
date:20111225 > fail
date:20111223 > fail
date:20111224 > fail
date:20111222 > fail
date:20111027 > fail
date:20111229 > fail
date:20111230 > fail
date:20111227 > fail
date:20120101 > fail
date:20111117 > fail
date:20111122 > fail
date:20111228 > fail
date:20120103 > fail
date:20111231 > fail
date:20111120 > fail
date:20120105 > fail
date:20120107 > fail
date:20120111 > fail
date:20120108 > fail
date:20111204 > fail
date:20120104 > fail
date:20111226 > fail
date:20120112 > fail
date:20120113 > fail
date:20120110 > fail
date:20120109 > fail
date:20120115 > fail
date:20111203 > fail
date:20120114 > fail
date:20090308 > fail
date:20120116 > fail
date:20100131 > fail
date:20120119 > fail
date:20120127 > fail
date:20120126 > fail
date:20120120 > fail
date:20120124 > fail
date:20120123 > fail
date:20120118 > fail
date:20120117 > fail
date:20120122 > fail
date:20120121 > fail
date:20120128 > fail
date:20120125 > fail
date:20120130 > fail
date:20120208 > fail
date:20120207 > fail
date:20120206 > fail
date:20120213 > fail
date:20120218 > fail
date:20120210 > fail
date:20120214 > fail
date:20120212 > fail
date:20120224 > fail
date:20120223 > fail
date:20120222 > fail
date:20120225 > fail
date:20120106 > fail
date:20120229 > fail
date:20120227 > fail
date:20120226 > fail
date:20120228 > fail
date:20120303 > fail
date:20120301 > fail
date:20120102 > fail
date:20120302 > fail
date:20120304 > fail
date:20110618 > fail
date:20110620 > fail
date:20120305 > fail
date:20100214 > fail
date:20120202 > fail
date:20120203 > fail
date:20120205 > fail
date:20120308 > fail
date:20120309 > fail
date:20120306 > fail
date:20120307 > fail
date:20120201 > fail
date:20120131 > fail
date:20120310 > fail
date:20120314 > fail
date:20120129 > fail
date:20120315 > fail
date:20120316 > fail
date:20120318 > fail
date:20120311 > fail
date:20120317 > fail
date:20120320 > fail
date:20120319 > fail
date:20120325 > fail
date:20120321 > fail
date:20120322 > fail
date:20120323 > fail
date:20120215 > fail
date:20120324 > fail
date:20120217 > fail
date:20120326 > fail
date:20120328 > fail
date:20120327 > fail
date:20120330 > fail
date:20120329 > fail
date:20120404 > fail
date:20120401 > fail
date:20120402 > fail
date:20120331 > fail
date:20120403 > fail
date:20120410 > fail
date:20120418 > fail
date:20120414 > fail
date:20120417 > fail
date:20120411 > fail
date:20120407 > fail
date:20120415 > fail
date:20120216 > fail
date:20120416 > fail
date:20120413 > fail
date:20120412 > fail
date:20120423 > fail
date:20120420 > fail
date:20110619 > fail
date:20120421 > fail
date:20110730 > fail
date:20120422 > fail
date:20120424 > fail
date:20120506 > fail
date:20120430 > fail
date:20120505 > fail
date:20120502 > fail
date:20120504 > fail
date:20120428 > fail
date:20120501 > fail
date:20120508 > fail
date:20120507 > fail
date:20120509 > fail
date:20120510 > fail
date:20120313 > fail
date:20100525 > fail
date:20120511 > fail
date:20120406 > fail
date:20120519 > fail
date:20120514 > fail
date:20120520 > fail
date:20120515 > fail
date:20120517 > fail
date:20120518 > fail
date:20120516 > fail
date:20120512 > fail
date:20100616 > fail
date:20120513 > fail
date:20110417 > fail
date:20120525 > fail
date:20120522 > fail
date:20120526 > fail
date:20120523 > fail
date:20120521 > fail
date:20120603 > fail
date:20120605 > fail
date:20120602 > fail
date:20120607 > fail
date:20120608 > fail
date:20120604 > fail
date:20120606 > fail
date:20120426 > fail
date:20120425 > fail
date:20120611 > fail
date:20120409 > fail
date:20120609 > fail
date:20120503 > fail
date:20120610 > fail
date:20120429 > fail
date:20120419 > fail
date:20120614 > fail
date:20120613 > fail
date:20120612 > fail
date:20120209 > fail
date:20120615 > fail
date:20111021 > fail
date:20120204 > fail
date:20120616 > fail
date:20120617 > fail
date:20120427 > fail
date:20120618 > fail
date:20120621 > fail
date:20120619 > fail
date:20120625 > fail
date:20120622 > fail
date:20120620 > fail
date:20120626 > fail
date:20120624 > fail
date:20120405 > fail
date:20120628 > fail
date:20120627 > fail
date:20100612 > fail
date:20120623 > fail
date:20120629 > fail
date:20120630 > fail
date:20100611 > fail
date:20120703 > fail
date:20120704 > fail
date:20120702 > fail
date:20120701 > fail
date:20120705 > fail
date:20120706 > fail
date:20120714 > fail
date:20120709 > fail
date:20120715 > fail
date:20120711 > fail
date:20120712 > fail
date:20120713 > fail
date:20120710 > fail
date:20120716 > fail
date:20120724 > fail
date:20120719 > fail
date:20120721 > fail
date:20120718 > fail
date:20120720 > fail
date:20120726 > fail
date:20120725 > fail
date:20120727 > fail
date:20120722 > fail
date:20120723 > fail
date:20120717 > fail
date:20120527 > fail
date:20120729 > fail
date:20120528 > fail
date:20120728 > fail
date:20120801 > fail
date:20120803 > fail
date:20120802 > fail
date:20120731 > fail
date:20120730 > fail
date:20120806 > fail
date:20120805 > fail
date:20120804 > fail
date:20120809 > fail
date:20120816 > fail
date:20120811 > fail
date:20120814 > fail
date:20120812 > fail
date:20120810 > fail
date:20120808 > fail
date:20120813 > fail
date:20120817 > fail
date:20120807 > fail
date:20120815 > fail
date:20120818 > fail
date:20120820 > fail
date:20120821 > fail
date:20120824 > fail
date:20120825 > fail
date:20120819 > fail
date:20120826 > fail
date:20120823 > fail
date:20120829 > fail
date:20120903 > fail
date:20120906 > fail
date:20120901 > fail
date:20120831 > fail
date:20120902 > fail
date:20120904 > fail
date:20120907 > fail
date:20120830 > fail
date:20120912 > fail
date:20120910 > fail
date:20120905 > fail
date:20120909 > fail
date:20120911 > fail
date:20120908 > fail
date:20120913 > fail
date:20120915 > fail
date:20120707 > fail
date:20120914 > fail
date:20120916 > fail
date:20120917 > fail
date:20120919 > fail
date:20120925 > fail
date:20120922 > fail
date:20120921 > fail
date:20120924 > fail
date:20120926 > fail
date:20120923 > fail
date:20120920 > fail
date:20120929 > fail
date:20120928 > fail
date:20120927 > fail
date:20121001 > fail
date:20121003 > fail
date:20120930 > fail
date:20121002 > fail
date:20121006 > fail
date:20121014 > fail
date:20121015 > fail
date:20120220 > fail
date:20121018 > fail
date:20121021 > fail
date:20121022 > fail
date:20121020 > fail
date:20121019 > fail
date:20121017 > fail
date:20120822 > fail
date:20120708 > fail
date:20121024 > fail
date:20120221 > fail
date:20121023 > fail
date:20121027 > fail
date:20110117 > fail
date:20110113 > fail
date:20110116 > fail
date:20121030 > fail
date:20121028 > fail
date:20121102 > fail
date:20121103 > fail
date:20121031 > fail
date:20121029 > fail
date:20121101 > fail
date:20121106 > fail
date:20121108 > fail
date:20121005 > fail
date:20121110 > fail
date:20121109 > fail
date:20121111 > fail
date:20121117 > fail
date:20121116 > fail
date:20121113 > fail
date:20121118 > fail
date:20121112 > fail
date:20121115 > fail
date:20121114 > fail
date:20121119 > fail
date:20121122 > fail
date:20121121 > fail
date:20121124 > fail
date:20121123 > fail
date:20101201 > fail
date:20121126 > fail
date:20121130 > fail
date:20121127 > fail
date:20121202 > fail
date:20121206 > fail
date:20121205 > fail
date:20121204 > fail
date:20121203 > fail
date:20121207 > fail
date:20121004 > fail
date:20121209 > fail
date:20121025 > fail
date:20121214 > fail
date:20121215 > fail
date:20121212 > fail
date:20121213 > fail
date:20121120 > fail
date:20121216 > fail
date:20121217 > fail
date:20121219 > fail
date:20121218 > fail
date:20121222 > fail
date:20121221 > fail
date:20120312 > fail
date:20121220 > fail
date:20121223 > fail
date:20121225 > fail
date:20121224 > fail
date:20121226 > fail
date:20120211 > fail
date:20121016 > fail
date:20120918 > fail
date:20121228 > fail
date:20121008 > fail
date:20130101 > fail
date:20130102 > fail
date:20121229 > fail
date:20121230 > fail
date:20121231 > fail
date:20130105 > fail
date:20130104 > fail
date:20130103 > fail
date:20130107 > fail
date:20130108 > fail
date:20110517 > fail
date:20121129 > fail
date:20130109 > fail
date:20130110 > fail
date:20130106 > fail
date:20130111 > fail
date:20130112 > fail
date:20110530 > fail
date:20130113 > fail
date:20130122 > fail
date:20130121 > fail
date:20121007 > fail
date:20130116 > fail
date:20130124 > fail
date:20130120 > fail
date:20130118 > fail
date:20130119 > fail
date:20130117 > fail
date:20130128 > fail
